time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
9.36,CLIMB,7.06,9.12,-0.05,14.43,1.77,90,15.62,28.5599327,77.1166320
9.66,CLIMB,7.57,9.02,-0.06,13.98,1.64,90,15.52,28.5599390,77.1166052
9.96,CLIMB,8.04,8.86,-0.07,13.44,1.51,90,15.36,28.5599452,77.1165784
10.26,CLIMB,8.47,8.82,-0.07,12.83,1.39,90,15.32,28.5599515,77.1165514
10.56,CLIMB,8.86,8.75,-0.07,12.24,1.28,90,15.25,28.5599578,77.1165243
10.86,CLIMB,9.23,8.81,-0.06,11.73,1.19,90,14.76,28.5599642,77.1164970
11.06,CLIMB,9.47,8.92,-0.05,11.46,1.14,90,14.37,28.5599684,77.1164789
11.36,CLIMB,9.81,8.91,-0.04,11.12,1.09,90,14.02,28.5599747,77.1164518
11.66,CLIMB,10.13,9.05,-0.05,10.85,1.05,90,13.69,28.5599810,77.1164245
11.96,CLIMB,10.44,9.05,-0.06,10.68,1.04,90,13.58,28.5599874,77.1163969
12.26,CLIMB,10.75,9.09,-0.06,10.60,1.04,90,13.56,28.5599940,77.1163688
12.56,CLIMB,11.06,9.08,-0.05,10.63,1.06,90,13.69,28.5600005,77.1163406
12.86,CLIMB,11.38,9.23,-0.04,10.80,1.09,90,13.80,28.5600072,77.1163120
13.06,CLIMB,11.60,9.27,-0.04,10.99,1.12,90,13.96,28.5600116,77.1162932
13.36,CLIMB,11.95,9.31,-0.04,11.35,1.18,90,14.26,28.5600181,77.1162650
13.66,CLIMB,12.32,9.36,-0.04,11.75,1.24,90,14.58,28.5600247,77.1162369
13.96,CLIMB,12.70,9.34,-0.05,12.19,1.29,90,14.96,28.5600313,77.1162089
14.26,CLIMB,13.10,9.26,-0.04,12.63,1.35,90,15.38,28.5600378,77.1161808
14.56,CLIMB,13.51,9.24,-0.04,13.01,1.40,90,15.69,28.5600444,77.1161527
14.86,CLIMB,13.93,9.15,-0.04,13.37,1.43,90,15.65,28.5600509,77.1161248
15.06,CLIMB,14.22,9.09,-0.04,13.60,1.45,90,15.59,28.5600552,77.1161063
15.36,CLIMB,14.67,9.17,-0.04,13.89,1.47,90,15.67,28.5600616,77.1160791
15.66,CLIMB,15.12,9.01,-0.04,14.10,1.47,90,15.51,28.5600679,77.1160521
15.86,CLIMB,15.41,8.92,-0.04,14.19,1.47,90,15.42,28.5600721,77.1160342
16.16,CLIMB,15.85,8.86,-0.04,14.25,1.45,90,15.36,28.5600783,77.1160075
16.36,CLIMB,16.14,8.80,-0.04,14.23,1.43,90,15.30,28.5600825,77.1159897
16.66,CLIMB,16.56,8.77,-0.04,14.13,1.39,90,15.27,28.5600888,77.1159630
16.96,CLIMB,16.98,8.85,-0.04,13.98,1.35,90,15.35,28.5600950,77.1159363
17.16,CLIMB,17.25,8.82,-0.03,13.88,1.33,90,15.32,28.5600991,77.1159187
17.46,CLIMB,17.64,8.76,-0.03,13.71,1.28,90,15.26,28.5601053,77.1158925
17.76,CLIMB,18.02,8.60,-0.03,13.53,1.24,90,15.10,28.5601114,77.1158664
18.06,CLIMB,18.39,8.76,-0.04,13.34,1.21,90,14.93,28.5601175,77.1158402
18.36,CLIMB,18.75,8.72,-0.04,13.14,1.18,90,14.76,28.5601237,77.1158138
18.66,CLIMB,19.09,8.65,-0.04,12.94,1.15,90,14.66,28.5601299,77.1157872
18.96,CLIMB,19.44,8.78,-0.03,12.79,1.14,90,14.43,28.5601362,77.1157605
19.16,CLIMB,19.66,8.75,-0.03,12.72,1.13,90,14.41,28.5601404,77.1157426
19.46,CLIMB,20.00,8.79,-0.03,12.68,1.13,90,14.36,28.5601466,77.1157161
19.76,CLIMB,20.34,8.83,-0.04,12.68,1.13,90,14.35,28.5601529,77.1156895
19.96,CLIMB,20.57,8.80,-0.03,12.70,1.14,90,14.42,28.5601571,77.1156718
20.26,CLIMB,20.92,8.76,-0.03,12.77,1.15,90,14.54,28.5601634,77.1156450
20.46,CLIMB,21.16,8.88,-0.02,12.83,1.16,90,14.52,28.5601676,77.1156271
20.76,CLIMB,21.52,8.87,-0.02,12.94,1.18,90,14.67,28.5601739,77.1156001
21.06,CLIMB,21.89,8.94,-0.03,13.06,1.21,90,14.76,28.5601803,77.1155729
21.26,CLIMB,22.14,8.94,-0.03,13.16,1.22,90,14.87,28.5601846,77.1155548
21.56,CLIMB,22.53,8.87,-0.03,13.33,1.25,90,15.08,28.5601909,77.1155280
21.86,CLIMB,22.91,8.82,-0.03,13.50,1.26,90,15.24,28.5601971,77.1155014
22.16,CLIMB,23.29,8.82,-0.03,13.64,1.28,90,15.32,28.5602034,77.1154748
22.46,CLIMB,23.69,8.74,-0.02,13.76,1.29,90,15.24,28.5602097,77.1154482
22.76,CLIMB,24.08,8.76,-0.02,13.81,1.29,90,15.26,28.5602160,77.1154214
23.06,CLIMB,24.47,8.80,-0.03,13.84,1.29,90,15.30,28.5602222,77.1153947
23.26,CLIMB,24.73,8.83,-0.03,13.85,1.29,90,15.33,28.5602264,77.1153769
23.56,CLIMB,25.12,8.74,-0.03,13.87,1.28,90,15.24,28.5602326,77.1153506
23.86,CLIMB,25.51,8.79,-0.03,13.86,1.27,90,15.29,28.5602388,77.1153244
24.16,CLIMB,25.88,8.72,-0.03,13.82,1.26,90,15.22,28.5602450,77.1152982
24.46,CLIMB,26.26,8.76,-0.02,13.75,1.24,90,15.14,28.5602511,77.1152720
24.76,CLIMB,26.63,8.73,-0.02,13.66,1.23,90,15.07,28.5602573,77.1152457
25.06,CLIMB,27.00,8.69,-0.02,13.54,1.21,90,15.01,28.5602636,77.1152193
25.26,CLIMB,27.24,8.67,-0.02,13.47,1.20,90,14.98,28.5602677,77.1152016
25.56,CLIMB,27.61,8.71,-0.02,13.39,1.19,90,14.86,28.5602740,77.1151752
25.86,CLIMB,27.97,8.66,-0.02,13.32,1.18,90,14.85,28.5602802,77.1151490
26.16,CLIMB,28.32,8.81,-0.02,13.25,1.17,90,14.66,28.5602864,77.1151227
26.46,CLIMB,28.68,8.72,-0.02,13.19,1.17,90,14.71,28.5602926,77.1150964
26.66,CLIMB,28.91,8.72,-0.02,13.15,1.17,90,14.70,28.5602968,77.1150786
26.96,CLIMB,29.26,8.76,-0.02,13.10,1.17,90,14.67,28.5603031,77.1150519
27.16,CLIMB,29.50,8.80,-0.02,13.08,1.17,90,14.65,28.5603073,77.1150341
27.46,CLIMB,29.86,8.82,-0.02,13.08,1.18,90,14.67,28.5603137,77.1150072
27.76,CLIMB,30.22,8.76,-0.02,13.11,1.19,90,14.78,28.5603200,77.1149805
27.96,CLIMB,30.45,8.78,-0.03,13.14,1.19,90,14.80,28.5603242,77.1149629
28.26,CLIMB,30.82,8.77,-0.03,13.20,1.20,90,14.87,28.5603305,77.1149364
28.56,CLIMB,31.18,8.83,-0.03,13.27,1.21,90,14.88,28.5603368,77.1149099
28.86,CLIMB,31.54,8.91,-0.02,13.31,1.22,90,14.87,28.5603431,77.1148830
29.16,CLIMB,31.91,8.87,-0.02,13.36,1.23,90,14.96,28.5603495,77.1148562
29.46,CLIMB,32.28,8.89,-0.02,13.41,1.24,90,15.00,28.5603558,77.1148294
29.76,CLIMB,32.66,8.77,-0.02,13.47,1.24,90,15.14,28.5603622,77.1148027
29.96,CLIMB,32.90,8.75,-0.02,13.52,1.24,90,15.18,28.5603663,77.1147851
30.26,CLIMB,33.27,8.70,-0.02,13.58,1.25,90,15.20,28.5603726,77.1147587
30.56,CLIMB,33.65,8.67,-0.02,13.62,1.25,90,15.17,28.5603789,77.1147324
30.86,CLIMB,34.03,8.82,-0.02,13.64,1.25,90,15.14,28.5603851,77.1147059
31.16,CLIMB,34.41,8.80,-0.02,13.62,1.25,90,15.14,28.5603914,77.1146793
31.36,CLIMB,34.66,8.81,-0.02,13.60,1.24,90,15.11,28.5603957,77.1146615
31.66,CLIMB,35.03,8.86,-0.02,13.58,1.24,90,15.04,28.5604020,77.1146348
31.96,CLIMB,35.40,8.80,-0.02,13.56,1.23,90,15.05,28.5604083,77.1146084
32.26,CLIMB,35.77,8.83,-0.02,13.54,1.23,90,14.98,28.5604146,77.1145822
32.56,CLIMB,36.13,8.80,-0.02,13.51,1.22,90,14.96,28.5604208,77.1145559
32.76,CLIMB,36.38,8.74,-0.01,13.48,1.21,90,14.98,28.5604250,77.1145384
33.06,CLIMB,36.74,8.84,-0.01,13.43,1.21,90,14.85,28.5604313,77.1145118
33.26,CLIMB,36.98,8.77,-0.01,13.39,1.20,90,14.89,28.5604355,77.1144941
33.56,CLIMB,37.35,8.68,-0.01,13.34,1.20,90,14.95,28.5604419,77.1144674
33.86,CLIMB,37.71,8.65,-0.02,13.32,1.20,90,14.96,28.5604482,77.1144409
34.06,CLIMB,37.96,8.71,-0.02,13.32,1.20,90,14.91,28.5604524,77.1144233
34.36,CLIMB,38.32,8.76,-0.02,13.31,1.20,90,14.86,28.5604587,77.1143969
34.66,CLIMB,38.68,8.81,-0.01,13.31,1.20,90,14.83,28.5604650,77.1143706
34.96,CLIMB,39.05,8.67,-0.01,13.31,1.20,90,14.96,28.5604713,77.1143442
35.26,CLIMB,39.41,8.78,-0.01,13.31,1.20,90,14.88,28.5604776,77.1143175
35.56,CLIMB,39.77,8.73,-0.02,13.30,1.21,90,14.94,28.5604840,77.1142908
35.86,CLIMB,40.13,8.77,-0.02,13.31,1.21,90,14.93,28.5604903,77.1142639
36.16,CLIMB,40.49,8.79,-0.01,13.35,1.21,90,14.94,28.5604967,77.1142374
36.36,CLIMB,40.73,8.79,-0.01,13.37,1.22,90,14.96,28.5605009,77.1142198
36.66,CLIMB,41.10,8.77,-0.01,13.41,1.22,90,15.01,28.5605072,77.1141934
36.96,CLIMB,41.47,8.74,-0.02,13.44,1.22,90,15.06,28.5605135,77.1141669
37.26,CLIMB,41.85,8.73,-0.01,13.45,1.23,90,15.09,28.5605198,77.1141402
37.56,CLIMB,42.23,8.80,-0.01,13.46,1.23,90,15.05,28.5605262,77.1141136
37.76,CLIMB,42.47,8.76,-0.01,13.46,1.23,90,15.09,28.5605305,77.1140957
38.06,CLIMB,42.85,8.76,-0.01,13.48,1.23,90,15.10,28.5605368,77.1140691
38.36,CLIMB,43.22,8.69,-0.02,13.51,1.23,90,15.17,28.5605431,77.1140427
38.56,CLIMB,43.46,8.75,-0.02,13.52,1.23,90,15.11,28.5605473,77.1140252
38.76,CLIMB,43.70,8.78,-0.01,13.53,1.23,90,15.06,28.5605515,77.1140077
39.06,CLIMB,44.07,8.72,-0.01,13.53,1.23,90,15.11,28.5605578,77.1139813
39.26,CLIMB,44.32,8.79,-0.01,13.52,1.23,90,15.04,28.5605620,77.1139637
39.56,CLIMB,44.69,8.77,-0.01,13.49,1.23,90,15.04,28.5605683,77.1139371
39.86,CLIMB,45.05,8.68,-0.02,13.46,1.22,90,15.10,28.5605747,77.1139105
40.06,CLIMB,45.30,8.70,-0.01,13.45,1.22,90,15.07,28.5605789,77.1138927
40.36,CLIMB,45.67,8.75,-0.01,13.45,1.22,90,15.01,28.5605852,77.1138664
40.66,CLIMB,46.05,8.74,-0.01,13.44,1.22,90,15.01,28.5605915,77.1138400
40.96,CLIMB,46.41,8.73,-0.01,13.43,1.22,90,15.01,28.5605978,77.1138137
41.26,CLIMB,46.78,8.68,-0.01,13.41,1.21,90,15.04,28.5606042,77.1137872
41.56,CLIMB,47.15,8.72,-0.01,13.38,1.21,90,15.00,28.5606105,77.1137606
41.86,CLIMB,47.52,8.83,-0.01,13.36,1.21,90,14.91,28.5606169,77.1137339
42.06,CLIMB,47.76,8.73,-0.01,13.35,1.21,90,15.00,28.5606212,77.1137160
42.36,CLIMB,48.13,8.62,-0.01,13.35,1.22,90,15.11,28.5606276,77.1136895
42.66,CLIMB,48.50,8.70,-0.02,13.37,1.22,90,15.04,28.5606339,77.1136632
42.96,CLIMB,48.87,8.83,-0.01,13.39,1.22,90,14.95,28.5606402,77.1136368
43.27,CLIMB,49.24,8.82,-0.01,13.40,1.22,90,14.96,28.5606465,77.1136103
43.56,CLIMB,49.61,8.72,-0.01,13.38,1.22,90,15.07,28.5606529,77.1135836
43.86,CLIMB,49.98,8.70,-0.01,13.38,1.22,90,15.09,28.5606593,77.1135569
44.06,CLIMB,50.22,8.63,-0.01,13.38,1.23,90,15.13,28.5606636,77.1135390
44.36,CLIMB,50.59,8.69,-0.01,13.41,1.23,90,15.12,28.5606700,77.1135126
44.66,CLIMB,50.95,8.80,-0.01,13.44,1.23,90,15.03,28.5606763,77.1134862
44.96,CLIMB,51.33,8.81,-0.01,13.46,1.23,90,15.02,28.5606826,77.1134599
45.26,CLIMB,51.70,8.79,-0.01,13.46,1.23,90,15.04,28.5606889,77.1134335
45.46,CLIMB,51.94,8.73,-0.01,13.46,1.23,90,15.09,28.5606932,77.1134159
45.76,CLIMB,52.31,8.70,-0.01,13.45,1.23,90,15.12,28.5606995,77.1133893
46.07,CLIMB,52.68,8.69,-0.01,13.44,1.23,90,15.13,28.5607060,77.1133626
46.36,CLIMB,53.06,8.74,-0.01,13.44,1.23,90,15.09,28.5607124,77.1133359
46.66,CLIMB,53.43,8.74,-0.01,13.46,1.23,90,15.09,28.5607187,77.1133095
46.86,CLIMB,53.68,8.78,-0.01,13.46,1.23,90,15.05,28.5607229,77.1132920
47.16,CLIMB,54.05,8.77,-0.01,13.47,1.23,90,15.06,28.5607292,77.1132657
47.37,CLIMB,54.30,8.81,-0.01,13.46,1.23,90,15.02,28.5607335,77.1132481
47.66,CLIMB,54.67,8.78,-0.01,13.44,1.23,90,15.04,28.5607399,77.1132215
47.96,CLIMB,55.04,8.67,-0.01,13.42,1.23,90,15.13,28.5607463,77.1131948
48.16,CLIMB,55.28,8.71,-0.01,13.41,1.22,90,15.09,28.5607506,77.1131770
48.46,CLIMB,55.65,8.72,-0.01,13.41,1.22,90,15.07,28.5607569,77.1131505
48.76,CLIMB,56.01,8.80,-0.01,13.42,1.22,90,14.99,28.5607633,77.1131241
49.06,CLIMB,56.38,8.76,-0.01,13.42,1.22,90,15.03,28.5607696,77.1130978
49.36,CLIMB,56.75,8.73,-0.02,13.42,1.22,90,15.05,28.5607760,77.1130715
49.56,CLIMB,57.00,8.78,-0.01,13.42,1.22,90,15.01,28.5607802,77.1130539
49.86,CLIMB,57.37,8.80,-0.01,13.41,1.22,90,15.00,28.5607866,77.1130273
50.17,CLIMB,57.74,8.73,-0.01,13.39,1.22,90,15.06,28.5607930,77.1130006
50.46,CLIMB,58.10,8.73,-0.01,13.40,1.22,90,15.06,28.5607994,77.1129740
50.76,CLIMB,58.46,8.82,-0.01,13.41,1.22,90,14.98,28.5608058,77.1129476
50.96,CLIMB,58.70,8.76,-0.01,13.42,1.22,90,15.02,28.5608100,77.1129300
51.26,CLIMB,59.06,8.77,-0.01,13.42,1.22,90,15.01,28.5608163,77.1129037
51.56,CLIMB,59.42,8.70,-0.01,13.43,1.22,90,15.07,28.5608227,77.1128772
51.86,CLIMB,59.79,8.63,-0.01,13.42,1.22,90,15.13,28.5608291,77.1128506
52.17,CLIMB,60.16,8.65,-0.01,13.41,1.22,90,15.13,28.5608356,77.1128239
52.46,CLIMB,60.53,8.75,-0.01,13.41,1.22,90,15.04,28.5608420,77.1127971
52.76,CLIMB,60.90,8.81,-0.00,13.43,1.23,90,14.99,28.5608484,77.1127707
52.96,CLIMB,61.14,8.78,-0.01,13.44,1.23,90,15.02,28.5608527,77.1127531
53.26,CLIMB,61.51,8.74,-0.01,13.44,1.22,90,15.06,28.5608590,77.1127268
53.56,CLIMB,61.88,8.68,-0.01,13.45,1.22,90,15.11,28.5608654,77.1127005
53.86,CLIMB,62.25,8.80,-0.01,13.44,1.22,90,15.01,28.5608718,77.1126738
54.17,CLIMB,62.61,8.75,-0.01,13.42,1.22,90,15.05,28.5608782,77.1126472
54.46,CLIMB,62.97,8.77,-0.01,13.42,1.22,90,15.02,28.5608847,77.1126205
54.76,CLIMB,63.34,8.71,-0.01,13.42,1.22,90,15.06,28.5608911,77.1125940
54.96,CLIMB,63.58,8.68,-0.01,13.43,1.22,90,15.09,28.5608953,77.1125765
55.26,CLIMB,63.95,8.66,-0.01,13.44,1.22,90,15.10,28.5609016,77.1125502
55.57,CLIMB,64.31,8.64,-0.01,13.45,1.22,90,15.12,28.5609080,77.1125239
55.86,CLIMB,64.67,8.69,-0.01,13.45,1.22,90,15.06,28.5609144,77.1124974
56.17,CLIMB,65.02,8.67,-0.01,13.43,1.22,90,15.07,28.5609208,77.1124709
56.46,CLIMB,65.39,8.73,-0.01,13.41,1.22,90,15.01,28.5609273,77.1124441
56.76,CLIMB,65.76,8.77,-0.01,13.41,1.22,90,14.98,28.5609337,77.1124175
56.96,CLIMB,66.00,8.78,-0.01,13.41,1.22,90,14.97,28.5609380,77.1123999
57.26,CLIMB,66.37,8.71,-0.01,13.42,1.22,90,15.03,28.5609444,77.1123736
57.57,CLIMB,66.74,8.69,-0.01,13.42,1.22,90,15.06,28.5609507,77.1123472
57.86,CLIMB,67.11,8.66,-0.01,13.42,1.22,90,15.08,28.5609571,77.1123208
58.17,CLIMB,67.48,8.71,-0.00,13.41,1.22,90,15.04,28.5609636,77.1122941
58.46,CLIMB,67.85,8.77,-0.01,13.40,1.22,90,14.99,28.5609700,77.1122675
58.76,CLIMB,68.22,8.71,-0.01,13.40,1.22,90,15.06,28.5609765,77.1122408
58.97,CLIMB,68.47,8.79,-0.01,13.41,1.22,90,14.99,28.5609807,77.1122232
59.26,CLIMB,68.84,8.70,-0.01,13.42,1.22,90,15.07,28.5609871,77.1121969
59.57,CLIMB,69.21,8.70,-0.00,13.43,1.22,90,15.08,28.5609935,77.1121706
59.86,CLIMB,69.58,8.69,-0.01,13.44,1.22,90,15.09,28.5609999,77.1121442
60.17,CLIMB,69.95,8.70,-0.01,13.44,1.22,90,15.09,28.5610063,77.1121177
60.46,CLIMB,70.32,8.68,-0.01,13.42,1.23,90,15.11,28.5610128,77.1120911
60.76,CLIMB,70.69,8.67,-0.01,13.42,1.23,90,15.14,28.5610193,77.1120643
60.97,CLIMB,70.94,8.69,-0.00,13.42,1.23,90,15.11,28.5610236,77.1120466
61.26,CLIMB,71.31,8.71,-0.01,13.44,1.23,90,15.11,28.5610300,77.1120202
61.57,CLIMB,71.68,8.66,-0.01,13.45,1.23,90,15.16,28.5610363,77.1119939
61.86,CLIMB,72.06,8.57,-0.01,13.46,1.23,90,15.07,28.5610427,77.1119676
62.17,CLIMB,72.42,8.69,-0.01,13.45,1.23,90,15.13,28.5610492,77.1119411
62.46,CLIMB,72.79,8.72,-0.01,13.44,1.23,90,15.09,28.5610556,77.1119145
62.76,CLIMB,73.16,8.63,-0.01,13.42,1.23,90,15.13,28.5610621,77.1118878
62.97,CLIMB,73.41,8.64,-0.01,13.43,1.23,90,15.14,28.5610664,77.1118701
63.26,CLIMB,73.78,8.68,-0.01,13.44,1.23,90,15.13,28.5610728,77.1118437
63.57,CLIMB,74.14,8.67,-0.01,13.45,1.23,90,15.13,28.5610792,77.1118174
63.86,CLIMB,74.51,8.75,-0.01,13.45,1.23,90,15.06,28.5610856,77.1117912
64.17,CLIMB,74.89,8.67,-0.01,13.45,1.23,90,15.13,28.5610920,77.1117648
64.46,CLIMB,75.25,8.57,-0.01,13.43,1.23,90,15.07,28.5610985,77.1117382
64.76,CLIMB,75.62,8.58,-0.01,13.42,1.22,90,15.08,28.5611049,77.1117116
64.97,CLIMB,75.86,8.68,-0.00,13.42,1.23,90,15.11,28.5611093,77.1116938
65.26,CLIMB,76.23,8.74,-0.01,13.43,1.22,90,15.06,28.5611157,77.1116674
65.57,CLIMB,76.59,8.73,-0.01,13.43,1.22,90,15.05,28.5611221,77.1116411
65.86,CLIMB,76.95,8.59,-0.01,13.43,1.22,90,15.09,28.5611285,77.1116148
66.17,CLIMB,77.32,8.73,-0.01,13.43,1.22,90,15.05,28.5611349,77.1115884
66.46,CLIMB,77.69,8.71,-0.01,13.42,1.22,90,15.08,28.5611414,77.1115618
66.76,CLIMB,78.06,8.77,-0.01,13.41,1.22,90,15.02,28.5611479,77.1115351
66.97,CLIMB,78.30,8.75,-0.01,13.40,1.22,90,15.04,28.5611522,77.1115173
67.26,CLIMB,78.67,8.66,-0.01,13.40,1.22,90,15.12,28.5611587,77.1114907
67.57,CLIMB,79.04,8.69,-0.01,13.42,1.22,90,15.10,28.5611651,77.1114644
67.86,CLIMB,79.41,8.68,-0.01,13.43,1.22,90,15.12,28.5611715,77.1114381
68.17,CLIMB,79.77,8.66,-0.01,13.44,1.22,90,15.13,28.5611779,77.1114117
68.46,CLIMB,80.14,8.67,-0.01,13.43,1.22,90,15.12,28.5611844,77.1113851
68.76,CLIMB,80.50,8.63,-0.01,13.42,1.22,90,15.13,28.5611909,77.1113585
68.97,CLIMB,80.75,8.72,-0.01,13.41,1.22,90,15.08,28.5611953,77.1113407
69.26,CLIMB,81.12,8.71,-0.01,13.42,1.23,90,15.09,28.5612017,77.1113141
69.57,CLIMB,81.49,8.63,-0.01,13.44,1.23,90,15.13,28.5612082,77.1112878
69.86,CLIMB,81.86,8.70,-0.01,13.45,1.23,90,15.10,28.5612146,77.1112616
70.16,CLIMB,82.22,8.75,-0.01,13.45,1.23,90,15.05,28.5612210,77.1112353
70.37,CLIMB,82.47,8.68,-0.01,13.45,1.22,90,15.11,28.5612253,77.1112177
70.66,CLIMB,82.83,8.66,-0.01,13.44,1.22,90,15.12,28.5612318,77.1111911
70.97,CLIMB,83.20,8.67,-0.01,13.42,1.22,90,15.11,28.5612383,77.1111645
71.26,CLIMB,83.56,8.67,-0.01,13.41,1.22,90,15.10,28.5612448,77.1111377
71.56,CLIMB,83.93,8.64,-0.01,13.42,1.22,90,15.13,28.5612513,77.1111113
71.77,CLIMB,84.17,8.72,-0.01,13.43,1.22,90,15.06,28.5612556,77.1110938
72.06,CLIMB,84.54,8.74,-0.01,13.44,1.22,90,15.04,28.5612620,77.1110675
72.37,CLIMB,84.90,8.67,-0.01,13.44,1.22,90,15.10,28.5612684,77.1110411
72.66,CLIMB,85.27,8.73,-0.01,13.43,1.22,90,15.04,28.5612749,77.1110146
72.97,CLIMB,85.64,8.76,-0.01,13.41,1.22,90,15.02,28.5612814,77.1109880
73.26,CLIMB,86.01,8.75,-0.00,13.40,1.22,90,15.03,28.5612880,77.1109612
73.56,CLIMB,86.37,8.70,-0.01,13.41,1.22,90,15.07,28.5612944,77.1109348
73.77,CLIMB,86.62,8.62,-0.01,13.42,1.22,90,15.12,28.5612987,77.1109173
74.06,CLIMB,86.98,8.64,-0.01,13.43,1.22,90,15.13,28.5613052,77.1108910
74.37,CLIMB,87.35,8.60,-0.01,13.44,1.22,90,15.10,28.5613116,77.1108647
74.66,CLIMB,87.73,8.69,-0.00,13.45,1.22,90,15.10,28.5613181,77.1108383
74.97,CLIMB,88.10,8.63,-0.01,13.43,1.23,90,15.13,28.5613246,77.1108118
75.26,CLIMB,88.47,8.70,-0.01,13.43,1.23,90,15.10,28.5613311,77.1107851
75.56,CLIMB,88.85,8.71,-0.01,13.43,1.23,90,15.10,28.5613376,77.1107586
75.77,CLIMB,89.10,8.64,-0.01,13.44,1.23,90,15.14,28.5613419,77.1107411
76.06,CLIMB,89.46,8.69,-0.00,13.45,1.23,90,15.12,28.5613483,77.1107147
76.37,CLIMB,89.83,8.73,-0.01,13.45,1.23,90,15.09,28.5613548,77.1106884
76.67,CLIMB,90.20,8.72,-0.01,13.45,1.23,89,15.13,28.5613613,77.1106620
76.97,CLIMB,90.56,8.68,-0.01,13.43,1.22,89,15.01,28.5613678,77.1106354
77.26,CLIMB,90.92,8.65,-0.01,13.38,1.21,89,14.79,28.5613743,77.1106087
77.47,CLIMB,91.16,8.72,-0.01,13.33,1.20,89,14.59,28.5613787,77.1105909
77.76,CLIMB,91.51,8.74,-0.01,13.22,1.16,88,14.21,28.5613852,77.1105645
78.07,CLIMB,91.85,8.67,-0.02,13.02,1.12,88,13.78,28.5613916,77.1105383
78.36,CLIMB,92.17,8.64,-0.02,12.70,1.05,87,13.31,28.5613980,77.1105122
78.67,CLIMB,92.47,8.62,-0.02,12.26,0.96,86,12.83,28.5614044,77.1104859
